date,contact tracing,isPartial
2020-11-17,0,False
2020-11-18,0,False
2020-11-19,0,False
2020-11-20,0,False
2020-11-21,0,False
2020-11-22,0,False
2020-11-23,0,False
2020-11-24,0,False
2020-11-25,59,False
2020-11-26,0,False
2020-11-27,0,False
2020-11-28,82,False
2020-11-29,81,False
2020-11-30,73,False
2020-12-01,59,False
2020-12-02,100,False
2020-12-03,51,False
2020-12-04,74,False
2020-12-05,61,False
2020-12-06,63,False
2020-12-07,44,False
2020-12-08,75,False
2020-12-09,0,False
2020-12-10,0,False
2020-12-11,0,False
2020-12-12,0,False
2020-12-13,0,False
2020-12-14,50,False
2020-12-15,0,False
2020-12-16,0,False
2020-12-17,79,False
